DATE SP500 Lo30 Med40 Hi30 Lo20 Qnt2 Qnt3 Qnt4 Hi20 Lo10 Dec02 Dec03 Dec04 Dec05 Dec06 Dec07 Dec08 Dec09 Hi10
200511 0.037784277 0.0439 0.0392 0.0246 0.0431 0.0416 0.0406 0.0411 0.0118 0.0345 0.0546 0.0462 0.0374 0.0376 0.0427 0.0395 0.0428 0.0093 0.0175
200512 0.000354547 -0.0066 0.009 0.0034 -0.0081 0.0049 0.0091 0.0037 0.0037 -0.0047 -0.0126 -0.002 0.0113 0.0026 0.0138 0.0043 0.003 0.0011 0.0096
200601 0.026477021 0.0189 0.0464 0.0497 0.0236 0.0281 0.0381 0.0419 0.0665 0.0192 0.0293 0.004 0.0506 0.0581 0.024 0.0564 0.0264 0.0717 0.0552
200602 0.0027053 0.003 0.0025 -0.0099 -0.0005 0.0044 0.0037 0.0092 -0.0201 0.0005 -0.0019 0.0145 -0.0046 -0.0169 0.0188 0.013 0.005 -0.0283 -0.0022
200603 0.012445145 0.0188 0.0198 0.0133 0.0155 0.0213 0.0229 0.0159 0.0176 0.0175 0.013 0.0293 0.014 0.0346 0.0148 0.0237 0.0072 0.0164 0.0202
200604 0.01341875 -0.0033 0.0216 0.0323 -0.007 0.0177 0.0218 0.0232 0.0301 -0.0063 -0.0078 0.0083 0.0264 0.019 0.0239 0.0124 0.0353 0.0375 0.0146
200605 -0.028745393 -0.0352 -0.029 -0.0164 -0.0358 -0.0317 -0.0303 -0.0212 -0.0156 -0.0312 -0.0417 -0.0336 -0.0299 -0.0343 -0.0275 -0.0246 -0.0174 -0.0209 -0.0032
200606 0.001327465 -0.0033 0.0004 0.0161 0.0011 -0.0086 0.0007 0.0059 0.0209 0.0015 0.0007 -0.0169 -0.0011 0.0081 -0.0047 0.0026 0.0095 0.0258 0.0097
200607 0.006163596 -0.0167 0.008 0.0108 -0.0224 0.0073 0.005 0.0104 0.0022 -0.0276 -0.0164 -0.0011 0.0175 -0.0042 0.0178 0.0034 0.0203 0.005 -0.0038
200608 0.023757304 0.0355 0.0175 0.0103 0.0385 0.0215 0.0278 0.0054 0.0117 0.0392 0.0376 0.0275 0.0143 0.0337 0.0195 0.003 0.0088 0.0065 0.0229
200609 0.025754322 0.0258 0.0215 0.0164 0.0283 0.0185 0.0273 0.0099 0.0291 0.0314 0.0248 0.0191 0.0177 0.0298 0.0237 0.0152 0.0025 0.0303 0.0267
200610 0.032566531 0.0335 0.0328 0.0495 0.0338 0.0379 0.028 0.0361 0.0527 0.0403 0.0265 0.0325 0.0445 0.027 0.0293 0.029 0.046 0.0547 0.0486
200611 0.018987764 0.015 0.0273 0.0215 0.0128 0.0286 0.0203 0.0291 0.0142 0.0198 0.0047 0.0211 0.0378 0.0169 0.025 0.0288 0.0297 0.0141 0.0146
200612 0.014028687 0.0034 0.0172 0.0272 -0.003 0.0168 0.0183 0.0223 0.0292 -0.0072 0.002 0.0207 0.0122 0.0251 0.0088 0.0204 0.0249 0.0324 0.0224
200701 0.015108228 0.0228 0.0115 0.0198 0.0244 0.0142 0.0096 0.0151 0.0276 0.0294 0.0185 0.0187 0.0086 0.0195 -0.0044 0.0182 0.0109 0.0233 0.0367
200702 -0.019500222 -0.0184 -0.0145 -0.0125 -0.0197 -0.009 -0.0287 -0.0057 -0.0149 -0.0251 -0.0132 -0.0149 -0.0017 -0.0381 -0.015 -0.0027 -0.0098 -0.009 -0.0274
200703 0.011159921 0.007 0.0135 0.0188 0.0053 0.0142 0.009 0.0182 0.0183 0.0141 -0.0051 0.0114 0.0176 0.0133 0.0029 0.0172 0.0194 0.0184 0.0182
200704 0.044282336 0.0465 0.0368 0.0319 0.0502 0.0384 0.037 0.0332 0.0297 0.0483 0.0524 0.0367 0.0405 0.0391 0.0342 0.0324 0.0343 0.0261 0.0376
200705 0.034860392 0.0309 0.0406 0.0384 0.0292 0.0401 0.0373 0.0361 0.0463 0.0335 0.024 0.0355 0.0458 0.0392 0.0346 0.041 0.0297 0.0565 0.0243
200706 -0.016602423 -0.0115 -0.019 -0.0219 -0.0144 -0.0037 -0.0305 -0.0188 -0.0209 -0.0187 -0.0092 -0.0039 -0.0035 -0.0334 -0.0264 -0.0156 -0.023 -0.0354 0.0112
200707 -0.030967506 -0.0185 -0.0446 -0.0507 -0.016 -0.0259 -0.048 -0.0613 -0.0445 -0.0081 -0.0253 -0.0237 -0.0294 -0.0652 -0.0342 -0.0618 -0.0609 -0.0375 -0.054
200708 0.014968356 0.0161 0.023 -0.0053 0.0137 0.0225 0.0251 0.0072 -0.0102 0.0197 0.0065 0.0215 0.0241 0.0258 0.0247 0.0134 0.0026 -0.0028 -0.0204
200709 0.037359819 0.0438 0.026 0.0282 0.0469 0.0352 0.023 0.0227 0.0324 0.049 0.0444 0.037 0.0322 0.0159 0.0286 0.0246 0.0214 0.0235 0.0448
200710 0.015904372 0.0322 0.0086 0.0167 0.0399 0.0217 -0.0024 0.0223 0.004 0.0607 0.0145 0.0155 0.0318 0.0003 -0.0045 0.0017 0.0375 0.0077 -0.0011
200711 -0.041823826 -0.0376 -0.0533 -0.0497 -0.0393 -0.0357 -0.0647 -0.0386 -0.0588 -0.0497 -0.0261 -0.0339 -0.0384 -0.0779 -0.0544 -0.0432 -0.0353 -0.0521 -0.0681
200712 -0.006920345 -0.0037 -0.0151 0.004 -0.0075 -0.0042 -0.0103 -0.0055 0.0016 -0.0045 -0.0113 0.0047 -0.0186 -0.0206 -0.0025 -0.0248 0.0077 -0.0057 0.0118
200801 -0.059973712 -0.073 -0.0458 -0.0468 -0.0796 -0.0573 -0.0437 -0.0308 -0.0582 -0.1005 -0.0536 -0.0585 -0.0554 -0.0323 -0.0522 -0.0328 -0.0294 -0.0553 -0.0621
200802 -0.032459468 -0.0257 -0.0375 -0.0296 -0.0239 -0.0292 -0.0353 -0.0439 -0.0288 -0.0508 0.008 -0.0296 -0.0285 -0.0372 -0.0338 -0.064 -0.0308 -0.0078 -0.058
200803 -0.004327274 0.0044 -0.0254 -0.0029 0.003 0.0063 -0.0337 -0.0303 0.003 -0.0027 0.0093 0.0074 0.0045 -0.0425 -0.027 -0.0597 -0.0117 -0.0118 0.0246
200804 0.048692069 0.0404 0.0508 0.0554 0.047 0.03 0.0579 0.0539 0.0581 0.0428 0.0517 0.0261 0.0363 0.0568 0.0587 0.0582 0.0513 0.0597 0.0559
200805 0.01295044 0.0243 0.0049 0.0317 0.0346 0.0063 -0.0034 0.0188 0.039 0.0312 0.0383 0.0017 0.0137 -0.0081 0.0001 0.0158 0.0207 0.0419 0.0348
200806 -0.084224282 -0.0739 -0.0959 -0.0902 -0.0708 -0.0809 -0.1051 -0.0982 -0.0841 -0.0802 -0.0606 -0.0809 -0.081 -0.1086 -0.1025 -0.096 -0.0996 -0.0623 -0.1152
200807 -0.008409375 -0.0069 -0.023 0.0407 -0.0023 -0.0124 -0.0265 0.0039 0.0277 -0.0071 0.0037 -0.0184 -0.0034 -0.0097 -0.0495 -0.0405 0.0486 0.0322 0.0153
200808 0.014473165 0.0165 0.012 0.0189 0.0156 0.0159 0.0118 0.0082 0.044 0.0177 0.0131 0.0188 0.0116 0.0138 0.009 0.013 0.0037 0.0457 0.0393
200809 -0.089007117 -0.0966 -0.0955 -0.0502 -0.1084 -0.0815 -0.0729 -0.0729 -0.1019 -0.1055 -0.1119 -0.067 -0.1032 -0.0813 -0.0609 -0.1319 -0.0179 -0.1013 -0.1037
200810 -0.167928427 -0.1546 -0.1731 -0.2215 -0.1687 -0.1526 -0.1666 -0.1945 -0.2022 -0.1613 -0.178 -0.1207 -0.2021 -0.144 -0.1983 -0.1483 -0.2325 -0.1756 -0.2807
200811 -0.071778065 -0.0639 -0.0726 -0.1382 -0.0861 -0.0406 -0.0775 -0.1048 -0.1051 -0.0985 -0.0707 -0.0144 -0.0853 -0.0584 -0.1059 -0.046 -0.1578 -0.0936 -0.144
200812 0.010537356 0.0235 0.0116 0.009 0.0265 0.0166 0.0132 -0.0057 0.0474 0.0142 0.0415 0.0173 0.0152 0.0199 0.0029 0.0036 -0.0152 0.0384 0.0793
200901 -0.084185995 -0.0497 -0.1034 -0.1588 -0.0389 -0.0865 -0.0997 -0.1356 -0.1366 -0.0397 -0.0379 -0.0723 -0.1128 -0.1007 -0.098 -0.0994 -0.1731 -0.1285 -0.1645
200902 -0.106135274 -0.074 -0.1256 -0.1552 -0.0694 -0.1003 -0.1298 -0.134 -0.1441 -0.0495 -0.0931 -0.0839 -0.132 -0.1327 -0.1252 -0.1085 -0.1626 -0.1473 -0.1328
200903 0.087439633 0.082 0.0949 0.1106 0.0971 0.0642 0.112 0.0895 0.0919 0.0981 0.0958 0.0501 0.0932 0.1172 0.1039 0.0612 0.1234 0.0808 0.1301
200904 0.095625854 0.0786 0.1175 0.1655 0.0885 0.0822 0.1227 0.1191 0.1801 0.0992 0.0758 0.0567 0.1336 0.0996 0.1594 0.0864 0.1561 0.1297 0.3664
200905 0.055865538 0.0422 0.0603 0.0572 0.0467 0.049 0.06 0.0587 0.0161 0.0417 0.0527 0.0318 0.0811 0.0809 0.0287 0.0343 0.0844 0.019 0.0071
200906 0.001996431 0.0163 -0.0159 0.0053 0.0195 -0.0067 -0.0076 -0.0095 0.0265 0.0319 0.0048 0.0087 -0.0342 -0.0042 -0.013 -0.011 -0.0079 0.0286 0.0202
200907 0.075538441 0.0684 0.087 0.0972 0.0629 0.0887 0.0807 0.1032 0.0987 0.0562 0.0719 0.0921 0.0849 0.0823 0.0773 0.1097 0.0955 0.0964 0.1062
200908 0.036053388 0.0183 0.0381 0.0894 0.0136 0.0388 0.0281 0.0536 0.1319 0.0122 0.0155 0.0379 0.0399 0.0217 0.0418 0.0655 0.0394 0.1311 0.1346
200909 0.037289099 0.0379 0.0421 0.0582 0.0391 0.0375 0.0439 0.0492 0.053 0.0402 0.0377 0.0333 0.0423 0.0489 0.0332 0.0363 0.0649 0.0424 0.0879
200910 -0.018552995 -0.0089 -0.031 -0.0719 -0.0064 -0.0189 -0.0329 -0.048 -0.087 -0.0073 -0.0053 -0.0186 -0.0193 -0.0399 -0.0179 -0.0439 -0.0528 -0.0813 -0.1048
200911 0.059966801 0.0642 0.0456 0.0444 0.0655 0.0525 0.0415 0.0489 0.0498 0.0694 0.0601 0.0588 0.0456 0.0485 0.0267 0.0579 0.0377 0.049 0.0522
200912 0.0193067 0.0222 0.033 0.0427 0.0184 0.0328 0.0352 0.0438 0.0334 0.0255 0.0084 0.0375 0.0276 0.0321 0.0419 0.0352 0.0547 0.0142 0.0952
201001 -0.035918752 -0.0399 -0.025 -0.0344 -0.0377 -0.0406 -0.0174 -0.0439 -0.02 -0.0356 -0.0407 -0.049 -0.0311 -0.01 -0.0332 -0.0373 -0.0523 -0.0159 -0.032
201002 0.03093205 0.0316 0.0324 0.0525 0.0279 0.0387 0.0267 0.0467 0.0636 0.0282 0.0274 0.0469 0.0296 0.023 0.0344 0.0534 0.0382 0.0564 0.0853
201003 0.060321959 0.0549 0.0674 0.0804 0.0555 0.0617 0.0628 0.0721 0.0876 0.0577 0.0524 0.0524 0.0722 0.0619 0.0648 0.073 0.071 0.0761 0.1211
201004 0.015791454 0.0112 0.0261 0.0387 0.0098 0.0246 0.0257 0.0228 0.0442 0.0133 0.0047 0.0168 0.0332 0.0179 0.0421 0.0161 0.0314 0.0303 0.083
201005 -0.079768094 -0.074 -0.0821 -0.0866 -0.0726 -0.0781 -0.0834 -0.0787 -0.1006 -0.0741 -0.0703 -0.0798 -0.0762 -0.0845 -0.081 -0.0875 -0.0676 -0.105 -0.0888
201006 -0.052277838 -0.0477 -0.0546 -0.0896 -0.0414 -0.0709 -0.0402 -0.0682 -0.1103 -0.0376 -0.0471 -0.0725 -0.0691 -0.0286 -0.0641 -0.0732 -0.0623 -0.0993 -0.1391
201007 0.070031338 0.0685 0.0746 0.0626 0.072 0.0567 0.0819 0.0731 0.0632 0.0727 0.0712 0.058 0.0546 0.0792 0.0839 0.0799 0.0617 0.0727 0.0549
201008 -0.045059913 -0.0422 -0.0483 -0.0601 -0.0401 -0.0501 -0.0501 -0.0392 -0.0784 -0.0421 -0.0374 -0.0488 -0.0523 -0.0521 -0.0487 -0.0428 -0.0332 -0.055 -0.0992
201009 0.089206446 0.1027 0.0916 0.0776 0.1074 0.0935 0.0889 0.0837 0.0777 0.1121 0.1013 0.0884 0.1018 0.0935 0.0855 0.0875 0.0773 0.0762 0.0792
201010 0.038036278 0.0472 0.0346 0.0155 0.0471 0.0452 0.0412 0.0187 0.0152 0.0575 0.0333 0.0473 0.0419 0.0455 0.038 0.0203 0.016 0.0351 -0.0032
201011 0.000158883 0.0075 0.0076 -0.0035 0.002 0.0248 0.0025 0.003 -0.0098 0.0035 0 0.0248 0.0247 0.0112 -0.0041 0.0016 0.0052 -0.0038 -0.0155
201012 0.066815467 0.0504 0.0813 0.0951 0.0486 0.0633 0.0782 0.0829 0.1127 0.053 0.0425 0.0558 0.0754 0.0691 0.0853 0.0901 0.071 0.0766 0.1477
201101 0.023691995 0.0175 0.0254 0.0218 0.012 0.0321 0.0245 0.024 0.0207 0.0125 0.0112 0.0345 0.0283 0.0109 0.0347 0.0244 0.0234 0.0142 0.0266
201102 0.034244083 0.0269 0.042 0.05 0.0253 0.0379 0.0444 0.0465 0.0375 0.0262 0.0239 0.0317 0.0478 0.0312 0.0542 0.0341 0.0677 0.0433 0.0323
201103 0.000385015 0.0026 0.0147 -0.0093 0.0054 0.0025 0.0168 0.0051 -0.0124 0.0085 0.001 -0.0056 0.0153 0.0146 0.0184 0.0113 -0.0051 0.0022 -0.0254
201104 0.029588258 0.0378 0.0227 0.0159 0.0369 0.0361 0.0201 0.0196 0.0151 0.0295 0.0473 0.0405 0.0294 0.0384 0.0072 0.0211 0.017 0.0254 0.0056
201105 -0.011331686 -0.0056 -0.0173 -0.0271 -0.0019 -0.0203 -0.0176 -0.019 -0.0218 0.0001 -0.0046 -0.0165 -0.0262 -0.0165 -0.0183 -0.0098 -0.0345 -0.0047 -0.0378
201106 -0.016712756 -0.0148 -0.0196 -0.0175 -0.0119 -0.0237 -0.019 -0.0157 -0.0197 -0.0093 -0.0156 -0.0233 -0.0244 -0.0203 -0.0181 -0.0165 -0.0144 -0.0097 -0.0294
201107 -0.020304549 -0.0101 -0.0303 -0.0387 -0.0093 -0.0225 -0.0247 -0.0335 -0.0445 0.0138 -0.0371 -0.0126 -0.0368 -0.0254 -0.024 -0.0374 -0.0309 -0.0309 -0.0629
201108 -0.054393785 -0.0455 -0.0731 -0.0705 -0.0468 -0.0481 -0.0858 -0.0543 -0.0843 -0.0455 -0.0485 -0.0417 -0.0576 -0.0883 -0.0829 -0.0576 -0.0521 -0.074 -0.0987
201109 -0.070240137 -0.0673 -0.0804 -0.0866 -0.0673 -0.0669 -0.087 -0.0704 -0.1046 -0.0545 -0.0835 -0.0673 -0.0664 -0.0692 -0.1074 -0.081 -0.0633 -0.1027 -0.1074
201110 0.109197292 0.1056 0.1284 0.1109 0.1015 0.121 0.1343 0.1027 0.1242 0.0941 0.1112 0.1176 0.1261 0.117 0.1551 0.1153 0.0943 0.1302 0.1155
201111 -0.002245272 -0.0026 0.0079 -0.0172 -0.0053 0.005 0.0078 0.0057 -0.0314 -0.0094 0 0.0053 0.0046 0.0202 -0.0065 0.0126 0.0011 -0.0231 -0.0434
201112 0.01020562 -0.0029 0.0191 0.015 -0.0075 0.0064 0.0228 0.0284 0.0066 -0.0091 -0.0053 0.01 0.0012 0.0218 0.024 0.0329 0.0253 0.0089 0.003
201201 0.044798823 0.062 0.0389 0.0402 0.0723 0.0375 0.0381 0.0215 0.0632 0.0835 0.058 0.0336 0.0432 0.0349 0.0419 0.0352 0.0121 0.0581 0.071
201202 0.04320982 0.0451 0.0375 0.0506 0.0505 0.0339 0.0358 0.0435 0.0532 0.0677 0.028 0.0296 0.0402 0.0278 0.0452 0.0384 0.0472 0.0421 0.0697
201203 0.032883985 0.0389 0.016 0.0352 0.0401 0.0242 0.011 0.0269 0.049 0.05 0.0268 0.0353 0.0079 0.0102 0.0118 0.0403 0.0176 0.0408 0.061
201204 -0.006282704 -0.006 -0.008 -0.0121 -0.0031 -0.0103 -0.0098 0.0011 -0.0273 -0.0016 -0.0051 -0.0147 -0.0038 -0.0069 -0.0132 -0.0087 0.0081 -0.0175 -0.0414
201205 -0.060041777 -0.0594 -0.0617 -0.0646 -0.0639 -0.0534 -0.0654 -0.0427 -0.0844 -0.0631 -0.0651 -0.0458 -0.065 -0.0642 -0.0668 -0.0475 -0.0392 -0.0931 -0.0716
201206 0.041150702 0.0317 0.0427 0.0514 0.0273 0.0371 0.0518 0.043 0.0565 0.0287 0.0253 0.0444 0.0258 0.0549 0.0482 0.0398 0.0451 0.0554 0.0581
201207 0.013869883 0.0104 0.0104 -0.004 0.0095 0.0068 0.0152 0.007 -0.006 0.0044 0.0148 0.015 -0.0013 0.0159 0.0143 0.0141 -0.0008 0.0037 -0.0161
201208 0.022516167 0.0273 0.0189 0.0358 0.028 0.0293 0.0159 0.0091 0.0504 0.0289 0.0271 0.0241 0.0345 0.0226 0.0074 0.0056 0.013 0.0309 0.071
201209 0.025829316 0.0178 0.0332 0.0416 0.0177 0.0262 0.0354 0.0296 0.0467 0.022 0.0131 0.0181 0.0343 0.0298 0.0424 0.026 0.0336 0.041 0.0524
201210 -0.018431027 -0.0294 -0.0149 0.0171 -0.0335 -0.0085 -0.0165 -0.0142 0.0305 -0.0458 -0.0204 -0.0107 -0.0063 -0.0142 -0.0193 -0.0228 -0.0049 0.0186 0.0424
201211 0.005743003 0.0155 0.0008 -0.0071 0.0158 0.0068 0.005 -0.0045 -0.0115 0.0161 0.0156 0.0138 -0.0002 0.0052 0.0047 -0.009 0.0004 -0.0065 -0.0164
201212 0.009107599 -0.0001 0.0138 0.0461 -0.0027 0.0085 0.016 0.0241 0.057 -0.0147 0.0098 0.0119 0.0051 0.0192 0.012 0.0204 0.0279 0.0379 0.0759
201301 0.051773607 0.0469 0.0574 0.0727 0.0429 0.0558 0.0665 0.0581 0.0751 0.0245 0.0617 0.0648 0.0469 0.0685 0.064 0.048 0.0687 0.0762 0.074
201302 0.013572435 0.0119 0.0152 0.0145 0.012 0.0081 0.0178 0.0233 0.0094 0.0074 0.0164 0.0118 0.0043 0.0099 0.0278 0.0234 0.0233 0.0194 -0.0002
201303 0.037487786 0.0379 0.0416 0.0415 0.0388 0.0357 0.0398 0.0479 0.0403 0.038 0.0396 0.0339 0.0376 0.0354 0.0453 0.0522 0.0435 0.0322 0.0481
201304 0.019244961 0.0169 0.0128 0.018 0.0181 0.0079 0.0158 0.0143 0.0216 0.0114 0.0247 0.0115 0.0043 0.0173 0.0139 0.0167 0.0119 0.0203 0.0228
201305 0.023398662 0.0226 0.0229 0.0521 0.0218 0.0341 0.0173 0.0232 0.0619 0.016 0.0273 0.0262 0.0423 0.022 0.0115 0.0116 0.0351 0.035 0.0875
201306 -0.013419675 -0.0192 -0.0011 -0.0166 -0.0204 -0.0091 -0.0023 -0.0034 -0.0185 -0.0279 -0.0133 -0.014 -0.0042 -0.0039 -0.0003 0.0063 -0.0132 -0.01 -0.0262
201307 0.05085975 0.0564 0.051 0.0657 0.0556 0.0574 0.0492 0.0552 0.067 0.0627 0.0501 0.0586 0.0555 0.0494 0.0489 0.05 0.0632 0.0566 0.0788
201308 -0.028906764 -0.0167 -0.0322 -0.0418 -0.0102 -0.0306 -0.0327 -0.0379 -0.0434 -0.0208 -0.0018 -0.0339 -0.0257 -0.0341 -0.03 -0.0373 -0.0389 -0.0509 -0.035
201309 0.031361874 0.0433 0.0329 0.028 0.0467 0.0354 0.0315 0.0308 0.0271 0.0578 0.038 0.0342 0.0371 0.0344 0.0259 0.0316 0.0296 0.0318 0.0221
201310 0.045917754 0.043 0.04 0.0428 0.0404 0.0396 0.0485 0.0444 0.0382 0.031 0.0478 0.0501 0.0243 0.0468 0.0518 0.0399 0.0515 0.0403 0.0359
201311 0.030439956 0.0331 0.0262 0.0367 0.034 0.0277 0.0306 0.0198 0.0469 0.0341 0.0339 0.0309 0.0229 0.0281 0.0353 0.0214 0.0174 0.032 0.0631
201312 0.025278961 0.0238 0.0337 0.019 0.0246 0.0282 0.0361 0.0233 0.0187 0.0237 0.0253 0.0217 0.0379 0.0382 0.0321 0.0257 0.0195 0.0256 0.0114
201401 -0.034550629 -0.031 -0.0364 -0.0371 -0.0328 -0.0254 -0.0432 -0.0406 -0.031 -0.0232 -0.0403 -0.026 -0.0246 -0.0479 -0.0341 -0.0353 -0.0489 -0.0316 -0.0305
201402 0.045669503 0.0493 0.0469 0.0352 0.0518 0.0503 0.049 0.033 0.0329 0.0565 0.0481 0.0425 0.0621 0.054 0.0395 0.0288 0.0398 0.0353 0.0303
201403 0.008401409 -0.0107 0.0139 0.0374 -0.0145 0.0029 0.0091 0.0353 0.0332 -0.0358 0.0026 -0.0002 0.0074 0.0111 0.0054 0.0288 0.0455 0.0398 0.0261
201404 0.007376865 -0.0013 0.0052 -0.0065 -0.0017 -0.0014 0.0022 0.0144 -0.0141 -0.0145 0.0082 -0.0003 -0.003 0.0089 -0.0107 0.0185 0.0082 -0.0116 -0.0168
201405 0.023423658 0.0236 0.0192 0.0119 0.0272 0.0199 0.0186 0.0137 0.0094 0.024 0.0295 0.0141 0.0284 0.0112 0.0329 0.0118 0.0167 0.0118 0.0068
201406 0.020642867 0.0204 0.0262 0.0349 0.0203 0.0209 0.0246 0.0323 0.0377 0.0221 0.0189 0.0208 0.021 0.0266 0.0209 0.034 0.0297 0.0412 0.0339
201407 -0.013767772 -0.0191 -0.0168 -0.0252 -0.0202 -0.0199 -0.012 -0.0228 -0.0245 -0.0068 -0.0347 -0.0176 -0.0256 -0.0178 -0.0084 -0.0195 -0.0264 -0.0237 -0.0257
201408 0.039949862 0.0487 0.0354 0.0389 0.0501 0.0463 0.0339 0.0261 0.048 0.0609 0.0382 0.0467 0.0452 0.0406 0.0297 0.0294 0.0224 0.0454 0.0517
201409 -0.014006399 -0.012 -0.025 -0.0268 -0.0115 -0.0146 -0.0273 -0.0343 -0.0172 -0.0151 -0.0075 -0.0127 -0.0194 -0.0218 -0.0308 -0.025 -0.0447 -0.0193 -0.0143
201410 0.024374712 0.03 0.0225 0.0142 0.0312 0.0264 0.0237 0.0123 0.0205 0.0274 0.0354 0.0285 0.0212 0.0261 0.0222 0.0211 0.0022 0.0151 0.0282
201411 0.026866034 0.0361 0.0269 -0.0027 0.0358 0.0355 0.0288 0.0024 0.0034 0.0254 0.0473 0.0366 0.0326 0.0256 0.0309 0.0169 -0.0145 0.0086 -0.004
201412 -0.002519395 -0.0109 0.0036 0.0161 -0.0091 -0.0069 0.0028 0.0023 0.0211 -0.0091 -0.009 -0.0135 0.0103 0.0001 0.0045 -0.001 0.0063 0.0214 0.0206
201501 -0.030002428 -0.0154 -0.0385 -0.0555 -0.0099 -0.0269 -0.0364 -0.0482 -0.0575 0.0007 -0.0212 -0.0232 -0.0364 -0.029 -0.0411 -0.0453 -0.0516 -0.0497 -0.0685
201502 0.057435376 0.0645 0.0638 0.0492 0.0646 0.0628 0.0652 0.0617 0.0454 0.0673 0.0617 0.0643 0.0588 0.0658 0.0648 0.0659 0.0567 0.052 0.0359
201503 -0.015808506 -0.0108 -0.012 -0.0146 -0.0101 -0.0109 -0.0137 -0.0133 -0.014 -0.0067 -0.0139 -0.0118 -0.0087 -0.0129 -0.0142 -0.0113 -0.0158 -0.0124 -0.0163
201504 0.009591419 0.0004 0.0078 0.0182 -0.0036 0.0043 0.0062 0.0231 0.014 0.0024 -0.0105 0.0062 -0.0007 -0.0025 0.0117 0.0202 0.0266 0.0116 0.0175
201505 0.012858725 0.0156 0.0156 0.0028 0.0177 0.0142 0.015 0.0011 0.0116 0.0222 0.0126 0.0125 0.0184 0.0144 0.0154 0.0142 -0.0148 0.0157 0.0055
201506 -0.019330546 -0.0142 -0.0178 -0.0153 -0.0038 -0.0244 -0.0201 -0.0191 -0.0122 0.007 -0.0165 -0.0289 -0.013 -0.015 -0.0233 -0.0172 -0.0216 -0.0159 -0.0067
201507 0.020943139 0.0303 0.0073 -0.0078 0.0298 0.0263 -0.0008 -0.0076 -0.0043 0.0426 0.0158 0.0313 0.0203 0.0056 -0.0048 0.0008 -0.0115 -0.0001 -0.0096
201508 -0.060241748 -0.0651 -0.0552 -0.0575 -0.0626 -0.0658 -0.0554 -0.0516 -0.0564 -0.0701 -0.0541 -0.0701 -0.0605 -0.0515 -0.0579 -0.0366 -0.0586 -0.0475 -0.0676
201509 -0.024722895 -0.0245 -0.0332 -0.0353 -0.0238 -0.0303 -0.0302 -0.0312 -0.0422 -0.0344 -0.012 -0.0259 -0.0358 -0.0406 -0.0234 -0.0381 -0.0279 -0.0273 -0.0613
