DATE SP500 Lo30 Med40 Hi30 Lo20 Qnt2 Qnt3 Qnt4 Hi20 Lo10 Dec02 Dec03 Dec04 Dec05 Dec06 Dec07 Dec08 Dec09 Hi10
198309 0.013807775 0.0219 0.0165 0.0121 0.0248 0.021 0.0219 0.0035 0.0131 0.0231 0.0277 0.0126 0.0332 0.0236 0.0197 -0.0041 0.0107 0.0177 0.0025
198310 -0.011561416 -0.0442 -0.0138 -0.0061 -0.0462 -0.0314 -0.0125 -0.0052 -0.0095 -0.0605 -0.0227 -0.0375 -0.0226 0.0047 -0.0353 -0.0099 -0.0009 -0.0107 -0.0068
198311 0.021094505 0.0309 0.027 0.0223 0.0274 0.0331 0.0328 0.0251 0.0181 0.0191 0.0407 0.0419 0.0207 0.0234 0.0458 0.0214 0.0285 0.0193 0.0154
198312 -0.005228373 -0.0104 -0.0102 -0.0055 -0.0131 -0.0026 -0.0182 -0.0106 0.0041 -0.0117 -0.0154 -0.002 -0.0035 -0.0164 -0.0205 -0.0009 -0.0196 0.0053 0.0013
198401 -0.00557815 -0.0516 0.0047 0.0338 -0.0601 -0.0161 0.0032 0.0111 0.0497 -0.0687 -0.0465 -0.0255 -0.0023 -0.0192 0.0342 0.0119 0.0102 0.0529 0.0421
198402 -0.035187512 -0.0507 -0.0427 -0.0182 -0.047 -0.0617 -0.0439 -0.0287 -0.0104 -0.0537 -0.0369 -0.0615 -0.0619 -0.0441 -0.0438 -0.0275 -0.0298 -0.0267 0.0269
198403 0.017318191 0.0137 0.0156 0.0067 0.0126 0.0224 0.0079 0.0164 0.002 0.0077 0.02 0.0171 0.03 0.0075 0.0083 0.0192 0.0138 -0.0048 0.0167
198404 0.009486086 0.0022 0.0021 0.0148 0.0051 -0.0028 0.0076 0.0065 0.0115 0.004 0.0067 -0.0066 0.0026 0.0114 0.0026 -0.0075 0.0199 0.0166 0.0006
198405 -0.055357705 -0.0497 -0.0459 -0.0571 -0.0516 -0.0375 -0.0595 -0.0427 -0.0614 -0.0536 -0.0487 -0.0437 -0.0289 -0.0632 -0.0547 -0.0342 -0.0506 -0.0624 -0.0594
198406 0.021720393 0.0443 0.0163 0.0246 0.0406 0.0515 0.0182 -0.0016 0.0399 0.0377 0.0449 0.0554 0.046 0.0215 0.0139 -0.0071 0.0036 0.0581 -0.0095
198407 -0.012403737 -0.0186 -0.0197 -0.0252 -0.0161 -0.0273 -0.0097 -0.0323 -0.0204 -0.0118 -0.0226 -0.0271 -0.0275 -0.0163 -0.0049 -0.033 -0.0319 -0.025 -0.0125
198408 0.110447402 0.1167 0.1104 0.113 0.119 0.1105 0.1062 0.1123 0.116 0.1276 0.106 0.1091 0.112 0.1071 0.1055 0.1177 0.1088 0.1225 0.105
198409 0.000239969 -0.0246 -0.0011 0.0308 -0.0286 -0.0113 0.0011 0.018 0.0342 -0.0344 -0.0196 -0.0111 -0.0116 -0.0059 0.0059 0.0057 0.0261 0.0315 0.0388
198410 0.003853134 0.002 0.0069 -0.0045 -0.0016 0.015 0.0101 -0.0045 -0.0067 -0.0072 0.0067 0.0142 0.0158 0.0025 0.015 -0.0092 -0.0014 -0.0184 0.0132
198411 -0.011198807 -0.0266 -0.0114 0.0087 -0.0322 -0.0098 -0.0121 -0.0036 0.0147 -0.0419 -0.0182 -0.0081 -0.0115 -0.0171 -0.0089 -0.0099 0.0003 0.0117 0.0196
198412 0.026347989 0.0255 0.0256 0.0223 0.027 0.0233 0.0243 0.029 0.0172 0.0252 0.0296 0.0208 0.0258 0.0158 0.0298 0.0283 0.0294 0.01 0.0289
198501 0.077911984 0.1099 0.0838 0.0596 0.1118 0.096 0.0811 0.075 0.053 0.128 0.089 0.1036 0.0882 0.085 0.0787 0.0851 0.0688 0.0518 0.0548
198502 0.012191745 0.016 0.0183 0.0218 0.0118 0.0208 0.0174 0.0251 0.0209 0.009 0.0158 0.0301 0.0111 0.018 0.017 0.0283 0.0231 0.0285 0.0088
198503 0.000662301 -0.0165 -0.0068 0.0209 -0.023 -0.0024 -0.0056 0.009 0.0226 -0.035 -0.0055 0.0046 -0.01 0.0079 -0.0141 -0.0061 0.0186 0.021 0.0252
198504 -0.000885652 -0.0189 -0.0064 0.0187 -0.0171 -0.0233 -0.0084 0.0132 0.0235 -0.0221 -0.0101 -0.0243 -0.0222 0.0017 -0.0149 0.0149 0.0122 0.0249 0.0211
198505 0.0577768 0.0566 0.0668 0.0504 0.056 0.0663 0.0726 0.0519 0.0467 0.0501 0.0644 0.0585 0.0748 0.0877 0.0626 0.0462 0.0555 0.0493 0.0425
198506 0.015668706 0.0151 0.0198 0.0155 0.0106 0.0246 0.0188 0.0121 0.0226 0.005 0.0184 0.0296 0.0192 0.0153 0.0211 0.0226 0.0051 0.02 0.0267
198507 -0.001459436 0.0059 -0.0048 -0.012 0.0069 0.0048 -0.0031 -0.0128 -0.0133 0.009 0.0045 0.0025 0.0076 -0.0028 -0.0034 -0.015 -0.0094 -0.0237 0.007
198508 -0.00859003 -0.0161 -0.0006 0.0076 -0.0186 -0.0025 0.0003 0.0015 0.0057 -0.0184 -0.0189 -0.0079 0.0041 0.0018 -0.0014 -0.005 0.0115 0.0083 0.0008
198509 -0.031278182 -0.0438 -0.0293 -0.0435 -0.0458 -0.0336 -0.0282 -0.0373 -0.0419 -0.0439 -0.0483 -0.0373 -0.0292 -0.0245 -0.0321 -0.0309 -0.047 -0.0413 -0.043
198510 0.046188522 0.0388 0.0514 0.0528 0.0384 0.0439 0.0454 0.0544 0.057 0.0364 0.0409 0.04 0.0486 0.0456 0.0453 0.0614 0.0438 0.0615 0.0484
198511 0.068591332 0.0888 0.0666 0.0491 0.0938 0.0772 0.0756 0.0454 0.0502 0.0912 0.097 0.0725 0.0829 0.0777 0.0734 0.0447 0.0466 0.0558 0.0396
198512 0.048375133 0.0565 0.037 0.043 0.0605 0.0408 0.043 0.0333 0.0442 0.0601 0.061 0.0434 0.0375 0.0549 0.0307 0.0288 0.0403 0.0507 0.0316
198601 0.005585005 0.01 0.0056 0.0165 0.008 0.014 0.0162 -0.0029 0.0192 0.0018 0.0156 0.0167 0.0106 0.0011 0.0323 -0.0118 0.0107 0.0153 0.0269
198602 0.074700158 0.0791 0.081 0.0687 0.0753 0.0952 0.08 0.0682 0.0704 0.0635 0.0896 0.0919 0.0994 0.0703 0.0901 0.0704 0.065 0.0663 0.0785
198603 0.055790568 0.0594 0.0575 0.0443 0.0564 0.0671 0.0564 0.0475 0.0478 0.0524 0.0611 0.0692 0.0644 0.0525 0.0603 0.0546 0.0368 0.0564 0.0312
198604 -0.011259962 0.0079 -0.0135 -0.0293 0.0092 -0.0017 -0.0141 -0.0223 -0.028 0.0232 -0.0073 0.0034 -0.0085 -0.0028 -0.0255 -0.016 -0.0322 -0.023 -0.0381
198605 0.053158978 0.0514 0.0549 0.0491 0.0527 0.0528 0.0434 0.0594 0.0506 0.0494 0.0566 0.0474 0.0597 0.044 0.0428 0.068 0.0458 0.0601 0.0316
198606 0.016899154 0.0157 0.0113 0.0252 0.0181 0.0131 0.0114 0.0117 0.0266 0.0162 0.0204 0.0078 0.0201 0.0115 0.0113 0.0053 0.022 0.0424 -0.0059
198607 -0.055892208 -0.0766 -0.0566 -0.0294 -0.0786 -0.0681 -0.0604 -0.0329 -0.0346 -0.0819 -0.0756 -0.0704 -0.065 -0.06 -0.0609 -0.044 -0.02 -0.019 -0.0597
198608 0.074157199 0.0444 0.0788 0.0899 0.0422 0.0587 0.0601 0.0958 0.0995 0.0298 0.0529 0.0514 0.0688 0.0494 0.0748 0.1161 0.0727 0.0925 0.1111
198609 -0.0826711 -0.0983 -0.0707 -0.0697 -0.0982 -0.0916 -0.07 -0.0728 -0.0619 -0.1099 -0.0883 -0.0985 -0.0823 -0.0765 -0.0613 -0.0633 -0.0842 -0.0857 -0.0225
198610 0.057712278 0.0543 0.0504 0.0514 0.0508 0.0611 0.0531 0.0459 0.0523 0.0739 0.0316 0.0652 0.0557 0.0613 0.0421 0.0428 0.0498 0.0597 0.0409
198611 0.024305231 0.0179 0.0183 0.014 0.0198 0.0149 0.0189 0.0161 0.0137 0.0104 0.0279 0.0122 0.0185 0.0243 0.0117 0.0172 0.0146 0.0175 0.0076
198612 -0.025519574 -0.0255 -0.0296 -0.0283 -0.0235 -0.025 -0.0391 -0.0271 -0.0279 -0.0213 -0.0254 -0.0318 -0.0158 -0.0411 -0.0364 -0.0256 -0.029 -0.0372 -0.013
198701 0.134656795 0.1372 0.1297 0.1082 0.1338 0.1495 0.1086 0.1212 0.1161 0.1326 0.1349 0.1478 0.1516 0.1095 0.1075 0.1441 0.0931 0.1239 0.1042
198702 0.039477976 0.0773 0.0383 0.0046 0.0834 0.0654 0.0408 0.0088 0.0024 0.0899 0.0779 0.0582 0.0752 0.0225 0.0662 0.0086 0.0091 0.0032 0.001
198703 0.028852925 0.0163 0.0232 0.0268 0.0145 0.022 0.0091 0.0281 0.0368 0.0101 0.0183 0.0219 0.0223 0.0146 0.0017 0.0441 0.0073 0.0169 0.0681
198704 -0.008879288 -0.0194 -0.0119 -0.017 -0.0185 -0.0164 -0.025 -0.0113 -0.0095 -0.036 -0.0033 -0.0223 -0.0085 -0.0292 -0.0193 0.0039 -0.0319 -0.0038 -0.0182
198705 0.00863501 0.0126 -0.0016 0.007 0.0163 -0.0031 -0.0013 0.0053 0.0063 0.0142 0.018 0.0009 -0.0082 0.0066 -0.0119 0.003 0.0086 0 0.0159
198706 0.050500358 0.0428 0.0518 0.046 0.0418 0.0448 0.0548 0.0487 0.0481 0.0451 0.0391 0.0459 0.0434 0.0642 0.0422 0.0537 0.0417 0.0439 0.0547
198707 0.050657605 0.0516 0.0347 0.0393 0.0513 0.0347 0.0542 0.0297 0.039 0.0493 0.0534 0.0528 0.0181 0.0743 0.0332 0.0237 0.04 0.0284 0.0554
198708 0.037281401 0.0446 0.0426 0.0279 0.0449 0.0475 0.0348 0.0429 0.0233 0.0369 0.0537 0.0437 0.051 0.0394 0.0296 0.0458 0.0379 0.0332 0.0086
198709 -0.021922377 -0.02 -0.0219 -0.0241 -0.0229 -0.0324 -0.0072 -0.0201 -0.0208 -0.0388 -0.0058 -0.0113 -0.0524 -0.0045 -0.0101 -0.0135 -0.0312 -0.0234 -0.017
198710 -0.215331076 -0.2425 -0.2114 -0.2033 -0.2376 -0.2459 -0.2328 -0.1696 -0.2099 -0.2275 -0.2481 -0.2572 -0.2348 -0.2374 -0.2277 -0.1586 -0.1887 -0.1903 -0.2395
198711 -0.082409945 -0.0858 -0.0741 -0.0555 -0.0894 -0.0737 -0.0706 -0.0673 -0.0604 -0.0953 -0.0832 -0.0744 -0.0731 -0.0861 -0.0534 -0.0798 -0.0451 -0.0831 -0.0239
198712 0.076074627 0.0918 0.0645 0.0485 0.0908 0.082 0.0795 0.036 0.0576 0.0874 0.0943 0.0947 0.0697 0.0854 0.0734 0.04 0.0292 0.0598 0.0544
198801 0.043467048 0.0208 0.0556 0.0788 0.0207 0.0243 0.0518 0.0824 0.0798 0.019 0.0224 0.0211 0.0275 0.071 0.0314 0.0859 0.0764 0.0973 0.053
198802 0.044734928 0.0573 0.0496 0.0383 0.0555 0.0658 0.0549 0.0294 0.0399 0.053 0.0581 0.0628 0.0687 0.0585 0.0509 0.0263 0.0348 0.0265 0.0612
198803 -0.030542667 -0.0238 -0.024 -0.0074 -0.0299 -0.0212 -0.0183 -0.0258 0.0053 -0.0214 -0.0389 -0.0053 -0.0368 -0.0284 -0.007 -0.0204 -0.0353 0.0052 0.0055
198804 0.01270852 -0.0042 0.0207 0.0165 -0.0048 0.0105 0.0165 0.0176 0.021 -0.0121 0.0029 -0.0024 0.0234 0.008 0.0259 0.024 0.0062 0.0247 0.0152
198805 0.006428317 -0.0033 0.0035 0.0183 -0.0044 -0.0015 -0.0055 0.0218 0.0167 -0.0044 -0.0044 0 -0.003 -0.0024 -0.0088 0.0216 0.0221 0.0156 0.0184
198806 0.046498672 0.0508 0.0579 0.0421 0.05 0.0694 0.059 0.0359 0.0428 0.0474 0.0526 0.0534 0.0852 0.0617 0.0562 0.0333 0.0405 0.0281 0.0657
198807 -0.002413163 -0.0165 -0.0028 0.0024 -0.0155 -0.016 0.0025 -0.0012 0.0055 -0.0144 -0.0168 -0.0196 -0.013 0.0068 -0.0024 -0.001 -0.0015 0.0068 0.0037
198808 -0.035585619 -0.0301 -0.03 -0.0137 -0.0305 -0.0452 -0.0204 -0.0102 -0.019 -0.0275 -0.0339 -0.0287 -0.0591 -0.0221 -0.0183 -0.0131 -0.0072 -0.0189 -0.0191
198809 0.042864454 0.0481 0.0343 0.035 0.0521 0.0418 0.0249 0.034 0.0388 0.0492 0.0553 0.0344 0.0482 0.01 0.042 0.0375 0.0303 0.0381 0.0398
198810 0.029017179 0.0182 0.0172 0.0268 0.0086 0.0386 0.0116 0.0187 0.0313 -0.0011 0.0194 0.0517 0.0274 0.0062 0.0176 0.0165 0.0211 0.0209 0.0459
198811 -0.015915762 -0.019 -0.0194 -0.0067 -0.0207 -0.0166 -0.0238 -0.0088 -0.0055 -0.0214 -0.0198 -0.0134 -0.0194 -0.0195 -0.0286 -0.0094 -0.0082 -0.0095 0
198812 0.017720206 0.0291 0.0181 0.0105 0.0291 0.025 0.0207 0.0112 0.0075 0.0305 0.0276 0.029 0.0215 0.0252 0.0157 0.0083 0.0144 0.0102 0.0038
198901 0.074103421 0.0679 0.0636 0.0682 0.07 0.0648 0.0609 0.06 0.0773 0.0651 0.0756 0.0604 0.0686 0.0636 0.0579 0.0629 0.057 0.075 0.0805
198902 -0.026154262 -0.0205 -0.0178 -0.01 -0.0233 -0.0182 -0.0172 -0.0098 -0.011 -0.0163 -0.0311 -0.0107 -0.0244 -0.0234 -0.0102 -0.0107 -0.0089 -0.0119 -0.0097
198903 0.023679336 0.0252 0.0179 0.0271 0.0243 0.0091 0.0351 0.0247 0.0194 0.0282 0.02 0.0284 -0.0074 0.0347 0.0355 0.0133 0.0366 0.0174 0.0222
198904 0.053311718 0.0588 0.0473 0.0401 0.0597 0.052 0.0455 0.0443 0.0407 0.0599 0.0596 0.0554 0.0491 0.0266 0.0668 0.0492 0.0392 0.0432 0.0374
198905 0.038205293 0.0477 0.0361 0.0395 0.047 0.0328 0.0412 0.043 0.0397 0.0503 0.0433 0.0502 0.0189 0.0406 0.0418 0.0467 0.0392 0.0407 0.0383
198906 -0.004960053 -0.0117 -0.004 0.0033 -0.0112 -0.0075 -0.0092 -0.0012 0.0127 -0.0192 -0.0021 -0.0138 -0.0023 -0.0038 -0.015 0.0054 -0.0082 -0.0009 0.0316
198907 0.091326043 0.1005 0.0681 0.0577 0.0997 0.088 0.0598 0.0695 0.0598 0.1039 0.0937 0.102 0.0694 0.0534 0.0668 0.0834 0.0549 0.0625 0.0553
198908 0.018233126 0.0125 0.0284 0.0261 0.0094 0.0251 0.0316 0.0226 0.024 0.0035 0.018 0.019 0.0334 0.0267 0.0368 0.0166 0.029 0.0268 0.0192
198909 -0.003869822 0.0061 -0.0072 -0.0003 0.0105 -0.0112 -0.0041 0.0033 -0.0031 0.0218 -0.0061 -0.003 -0.0221 0.0008 -0.0093 0.0032 0.0034 -0.0009 -0.0067
198910 -0.022454651 -0.0179 -0.0413 -0.0264 -0.0111 -0.0392 -0.0399 -0.0352 -0.0203 -0.0098 -0.0129 -0.0321 -0.0489 -0.0354 -0.0446 -0.0359 -0.0344 -0.0105 -0.037
198911 0.019332852 0.0221 0.0154 0.0092 0.0175 0.0232 0.0196 0.0106 0.0092 0.0222 0.0105 0.0319 0.011 0.0252 0.0137 0.0119 0.0091 0.0109 0.0063
198912 0.024162295 0.0155 0.021 0.0223 0.0091 0.0099 0.0338 0.0378 0.0099 0.0076 0.0113 0.0289 -0.017 0.0345 0.033 0.0366 0.039 0.0059 0.017
199001 -0.066214134 -0.077 -0.065 -0.0719 -0.0782 -0.0613 -0.0716 -0.0756 -0.0687 -0.0792 -0.0767 -0.0745 -0.0415 -0.065 -0.0789 -0.0754 -0.0759 -0.0642 -0.0768
199002 0.011334814 0.0063 0.0224 0.0251 0.0065 0.0196 0.0221 0.016 0.0234 0.0032 0.0113 0.0058 0.0395 0.0234 0.0206 0.0054 0.0274 0.0295 0.0124
199003 0.027027183 0.0416 0.0163 0.0067 0.0408 0.0378 0.0095 0.0105 0.0075 0.0451 0.0348 0.0432 0.0303 0.0032 0.0166 0.015 0.0057 0.0163 -0.0085
199004 -0.02373989 -0.0111 -0.0345 -0.0448 -0.0061 -0.0184 -0.0409 -0.043 -0.047 -0.0017 -0.0124 -0.0214 -0.0141 -0.0325 -0.0501 -0.044 -0.042 -0.0402 -0.0599
199005 0.095224288 0.1059 0.0838 0.0713 0.1115 0.1033 0.0773 0.0636 0.0746 0.1302 0.0842 0.0943 0.1159 0.0798 0.0745 0.0605 0.0669 0.0857 0.0532
199006 -0.005924771 0.0128 -0.0214 -0.0139 0.0259 -0.0165 -0.0192 -0.0288 -0.0025 0.027 0.0241 -0.0145 -0.0193 -0.0136 -0.0255 -0.0287 -0.0288 -0.0051 0.0026
199007 -0.002429679 -0.0154 -0.0041 -0.0201 -0.0155 -0.0149 0.0079 -0.0208 -0.026 -0.0116 -0.0227 -0.0152 -0.0144 0.0232 -0.0105 -0.0288 -0.0111 -0.0215 -0.0337
199008 -0.09150666 -0.1012 -0.0835 -0.1015 -0.0942 -0.1093 -0.0748 -0.0944 -0.106 -0.0894 -0.103 -0.1197 -0.0963 -0.0722 -0.0781 -0.0941 -0.0948 -0.0991 -0.1179
199009 -0.048084135 -0.0609 -0.0415 -0.0666 -0.0574 -0.0532 -0.0342 -0.0691 -0.0754 -0.0636 -0.0458 -0.0702 -0.0324 -0.0372 -0.0303 -0.0821 -0.0537 -0.0634 -0.0968
199010 -0.003299478 -0.0011 -0.0226 -0.0026 0.0057 -0.0196 -0.0243 -0.0078 -0.0103 0.0085 0.0005 -0.0199 -0.0193 -0.0121 -0.0394 -0.022 0.0087 0.0007 -0.0308
199011 0.063355167 0.0748 0.0678 0.0515 0.0711 0.0761 0.0657 0.0693 0.0477 0.08 0.0542 0.0854 0.0652 0.063 0.0692 0.0805 0.0568 0.0543 0.035
199012 0.028055368 0.0378 0.025 0.0208 0.0352 0.0365 0.0224 0.0294 0.0173 0.0358 0.034 0.045 0.0263 0.0262 0.0174 0.0326 0.0257 0.0258 0.0007
199101 0.044333966 0.0653 0.0368 0.048 0.0598 0.0547 0.034 0.0587 0.0489 0.0533 0.0724 0.0807 0.0235 0.0183 0.0542 0.0693 0.0466 0.0394 0.0679
199102 0.069984873 0.0808 0.0686 0.0774 0.0844 0.0756 0.062 0.0715 0.0819 0.0812 0.0906 0.0709 0.0815 0.0608 0.0636 0.0719 0.071 0.0758 0.0937
199103 0.024736837 0.043 0.0149 0.0336 0.0493 0.0252 0.0086 0.0305 0.0276 0.0537 0.0413 0.0251 0.0255 0.0248 -0.0113 0.0207 0.0421 0.0335 0.0164
199104 0.003224463 -0.0028 0.0085 0.0052 -0.0025 0 0.0074 0.0151 0.0012 0.0005 -0.0082 -0.0035 0.0043 0.0153 -0.0026 0.019 0.0107 0.0052 -0.0064
199105 0.041454606 0.0464 0.0309 0.048 0.0426 0.0447 0.0285 0.0405 0.0553 0.0454 0.0372 0.0576 0.0288 0.025 0.0331 0.0427 0.0381 0.0367 0.0913
199106 -0.045122052 -0.049 -0.0421 -0.0374 -0.0454 -0.0523 -0.0405 -0.04 -0.0405 -0.0451 -0.0459 -0.0595 -0.0431 -0.0336 -0.0495 -0.0459 -0.0331 -0.0369 -0.0471
199107 0.047661134 0.0534 0.0398 0.0386 0.0621 0.0316 0.0409 0.0466 0.0322 0.0737 0.0364 0.0263 0.0356 0.0467 0.0331 0.0494 0.0441 0.0349 0.0283
199108 0.022330836 0.0343 0.0193 0.0237 0.0406 0.0111 0.0278 0.0215 0.0312 0.0438 0.0331 0.014 0.0089 0.02 0.0385 0.0261 0.0174 0.0454 0.0105
199109 -0.016513844 -0.0197 0.0009 -0.0172 -0.017 -0.0103 -0.0074 0.001 -0.0221 -0.0181 -0.0146 -0.0285 0.0035 -0.0135 0.0008 0.0168 -0.0131 -0.0151 -0.0325
199110 0.014464239 0.016 0.0176 0.018 0.0172 0.0098 0.0186 0.0274 0.0238 0.0228 0.0039 0.0122 0.008 0.0164 0.0214 0.0428 0.0131 0.031 0.0128
199111 -0.041354512 -0.0266 -0.0444 -0.056 -0.0162 -0.0532 -0.0482 -0.0363 -0.0684 -0.0014 -0.0515 -0.0616 -0.0471 -0.0496 -0.0463 -0.0265 -0.0455 -0.0656 -0.0727
199112 0.114279293 0.1414 0.0757 0.0872 0.1477 0.0895 0.0824 0.0738 0.111 0.1569 0.1243 0.1194 0.0676 0.0823 0.0824 0.0803 0.0674 0.1173 0.1011
199201 -0.017574268 -0.0159 -0.0067 0.0532 -0.0203 -0.0082 -0.0038 0.0163 0.084 -0.0298 0.0046 -0.0002 -0.0142 -0.0083 0.002 0.0064 0.0263 0.0549 0.1294
199202 0.011938058 0.0041 0.0097 0.069 0.0012 0.0027 0.0231 0.0369 0.0819 -0.0029 0.0117 0.014 -0.0062 0.0186 0.0289 0.0164 0.057 0.057 0.1183
199203 -0.019481489 -0.0303 -0.0128 -0.0102 -0.0352 -0.0175 -0.006 -0.0105 -0.009 -0.0345 -0.037 -0.013 -0.021 0.0025 -0.0169 -0.0097 -0.0113 -0.019 0.0046
199204 0.030568039 -0.0023 0.0419 0.0304 -0.0092 0.0406 0.0341 0.0219 0.0439 -0.0156 0.0067 0.0212 0.0562 0.0382 0.0289 0.0259 0.0181 0.0256 0.0671
199205 0.00356646 0.0078 0.005 0.0073 0.0095 0.0033 0.0054 0.0039 0.0129 0.0107 0.0067 0.002 0.0043 -0.0034 0.0169 0.0059 0.002 0.016 0.0092
199206 -0.014758548 -0.0275 -0.0135 0.0006 -0.0323 -0.0082 -0.0215 -0.0058 0.0007 -0.0349 -0.0262 -0.0112 -0.0058 -0.0253 -0.0166 -0.0125 0.0005 -0.01 0.0136
199207 0.041995572 0.042 0.0454 0.0236 0.0481 0.0373 0.0453 0.0359 0.0121 0.0506 0.0419 0.0225 0.0564 0.0481 0.0414 0.0347 0.0375 0.0332 -0.0097
199208 -0.021475629 -0.014 -0.0209 -0.0453 -0.0109 -0.03 -0.0089 -0.0293 -0.0647 -0.0113 -0.0098 -0.0242 -0.0372 -0.0085 -0.0093 -0.0343 -0.0224 -0.0396 -0.0917
199209 0.011690027 0.0161 0.0099 0.0126 0.0086 0.0322 0.0119 0.0043 0.0066 0.0015 0.0267 0.0409 0.0211 0.0059 0.0199 -0.0071 0.0194 0.0166 -0.0049
199210 0.004524002 0.0255 -0.0064 0.0104 0.0268 0.0168 -0.0097 -0.0062 0.0142 0.0228 0.0365 0.0216 0.0106 -0.0088 -0.0109 -0.0158 0.0062 0.0172 0.0106
199211 0.032673937 0.05 0.0288 0.0491 0.0476 0.053 0.0175 0.0337 0.0687 0.0434 0.0578 0.0577 0.047 0.0212 0.0127 0.0388 0.0272 0.0559 0.0837
199212 0.01244954 0.0086 0.0225 0.0366 -0.0012 0.0323 0.032 0.0143 0.0373 -0.0059 0.0103 0.0396 0.0227 0.0343 0.029 -0.0024 0.0357 0.0358 0.039
199301 0.009340673 -0.009 0.0171 0.0559 -0.0181 0.0139 0.0159 0.0328 0.0753 -0.0277 0.0049 0.0191 0.0069 0.0132 0.0194 0.0323 0.0333 0.0551 0.0982
199302 0.012762889 -0.0266 0.0375 0.0274 -0.0387 0.0162 0.0402 0.0395 0.0217 -0.0447 -0.0249 0.0094 0.0253 0.0376 0.0437 0.0438 0.0342 0.031 0.0116
199303 0.020952775 0.0181 0.0305 0.0288 0.0121 0.0365 0.0343 0.0155 0.0359 0.0073 0.0229 0.035 0.0386 0.031 0.0388 0.0116 0.0204 0.0226 0.0504
199304 -0.023003481 -0.0491 -0.0103 -0.0122 -0.0562 -0.0229 -0.0079 -0.0168 -0.0043 -0.06 -0.0475 -0.0295 -0.014 -0.0043 -0.0127 -0.0128 -0.0218 -0.0174 0.0096
199305 0.02519367 0.0423 0.0244 0.0113 0.0408 0.0451 0.0171 0.0169 0.0127 0.0447 0.0323 0.0463 0.0435 0.0154 0.0193 0.0229 0.0096 0.0188 0.0064
199306 0.00317609 -0.0087 0.0114 0.031 -0.0185 0.0081 0.0183 0.016 0.0375 -0.0189 -0.0177 0.0176 -0.0044 0.0118 0.0271 0.0105 0.0229 0.0332 0.0419
199307 -0.002951863 -0.0204 0.0118 0.0173 -0.0294 0.0041 0.0102 0.0243 0.0075 -0.037 -0.0188 0.004 0.0042 0.0075 0.0153 0.0214 0.0278 -0.0114 0.0279
199308 0.03681953 0.0363 0.0416 0.0336 0.0406 0.0283 0.0423 0.0415 0.0317 0.0359 0.047 0.0251 0.0335 0.0418 0.0431 0.0464 0.0356 0.0528 0.0097
199309 -0.007679447 -0.0034 0.0065 -0.0047 -0.0006 -0.0045 0.0021 0.0106 -0.0126 0.0018 -0.0039 -0.0109 0.0059 -0.0037 0.0129 0.0164 0.0034 -0.0165 -0.0083
199310 0.021637077 0.0307 -0.0001 0.0133 0.0388 0.0058 0 -0.0054 0.0371 0.0391 0.0384 0.0089 0.0009 0.0059 -0.0107 -0.0011 -0.0108 0.0232 0.0518
199311 -0.010709106 -0.004 -0.0265 -0.0159 0.003 -0.0204 -0.0283 -0.0317 0.0002 0.0063 -0.0014 -0.0231 -0.0159 -0.0261 -0.0324 -0.0306 -0.033 0.0018 -0.0014
199312 0.012321962 0.0151 0.0197 0.0244 0.01 0.0321 0.0164 0.0164 0.0289 0.0023 0.0205 0.0292 0.0367 0.012 0.0245 0.0141 0.0194 0.0265 0.0314
199401 0.034751664 0.02 0.0434 0.0334 0.0161 0.0354 0.0437 0.0296 0.0527 0.0055 0.0303 0.0307 0.0428 0.0469 0.0378 0.0431 0.0126 0.0437 0.0624
199402 -0.027864817 -0.0154 -0.0268 -0.0392 -0.016 -0.0114 -0.026 -0.0419 -0.0389 -0.014 -0.0185 -0.014 -0.0073 -0.0253 -0.0274 -0.0436 -0.0396 -0.039 -0.0387
199403 -0.043498998 -0.0485 -0.0391 -0.04 -0.0514 -0.0422 -0.0337 -0.0433 -0.0407 -0.0513 -0.0515 -0.0408 -0.0446 -0.0355 -0.0304 -0.0463 -0.0393 -0.026 -0.0563
199404 0.014088296 0.0026 0.0188 0.0154 0.0071 -0.0036 0.0254 0.0128 0.0199 0.0033 0.0121 -0.0095 0.0058 0.0223 0.031 0.0147 0.0103 0.0202 0.0196
199405 0.014925571 0.0108 0.0149 -0.0062 0.005 0.0228 0.013 0.0033 0.0016 0.0067 0.0027 0.0266 0.0167 0.0176 0.0047 0.0174 -0.015 0.0149 -0.0131
199406 -0.02429403 -0.0321 -0.0212 -0.0229 -0.0322 -0.0298 -0.0198 -0.0174 -0.0309 -0.0347 -0.0289 -0.032 -0.0263 -0.023 -0.0139 -0.0202 -0.0136 -0.0395 -0.0213
199407 0.033965827 0.0289 0.0311 0.0385 0.0247 0.0311 0.0306 0.0422 0.0376 0.0233 0.0265 0.0406 0.0161 0.0244 0.036 0.0434 0.0401 0.038 0.0367
199408 0.039999638 0.0604 0.0318 0.0272 0.0674 0.0484 0.0215 0.0323 0.0236 0.0739 0.0593 0.041 0.0604 0.0227 0.0205 0.0317 0.0336 0.0143 0.0443
199409 -0.024606299 -0.0098 -0.029 -0.0314 -0.0043 -0.0277 -0.0314 -0.0247 -0.0326 0.0021 -0.0126 -0.0251 -0.0319 -0.0323 -0.0306 -0.0222 -0.0293 -0.0372 -0.023
